,Unnamed: 0,title,description,y,upload_date,uploader,uploader_id,uploader_url,channel_id,channel_url,duration,view_count,average_rating,webpage_url,is_live,like_count,dislike_count,channel,extractor,n_entries,playlist,playlist_id,thumbnail,fps,height,url,width,query,p
431,436,AI Gesture-Controlled Arduino Uno Robot Using Machine Learning in PictoBlox | AI and ML Projects,Learn how to control an Arduino Uno Robot with hand gestures using PictoBlox AI's ,1,20200714,STEMpedia,UCIuVtg0zEC_ISw0LNzPiJMw,http://www.youtube.com/channel/UCIuVtg0zEC_ISw0LNzPiJMw,UCIuVtg0zEC_ISw0LNzPiJMw,https://www.youtube.com/channel/UCIuVtg0zEC_ISw0LNzPiJMw,479,4074,4.9622641,https://www.youtube.com/watch?v=ARR3YWnTf-o,,105.0,1.0,,youtube,535,machine+learning,machine+learning,https://i.ytimg.com/vi/ARR3YWnTf-o/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBAeH175Lt8B8T5Skr2e9BrtPqJKg,25,720,https://r13---sn-8p8v-bg0s.googlevideo.com/videoplayback?expire=1612933575&ei=ZxUjYPLTMoTDwgS7k7WYBw&ip=2804%3A431%3Ac7df%3Ab0c0%3Af1f5%3Aa746%3Ac740%3A8618&id=o-AM_kmcJh928C5KZqrR5tK6IY-oqBHpzUWEoU4avmVnRR&itag=22&source=youtube&requiressl=yes&mh=fc&mm=31%2C29&mn=sn-8p8v-bg0s%2Csn-bg0eznls&ms=au%2Crdu&mv=m&mvi=13&pl=47&initcwndbps=457500&vprv=1&mime=video%2Fmp4&ns=HPvIXYlFF8d2hDNBwF3UlaYF&ratebypass=yes&dur=478.145&lmt=1594737788997817&mt=1612911645&fvip=4&c=WEB&txp=6216222&n=IsZ1tdn6werbdrQJIw&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Cns%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRAIgE94VWOmSZwUPG4Mj-5Jr93L4jjd0B1oP7JoOEcU-tboCICTwH7ug1l06HUEL0PzNKhr6w5fVoqTRkNaoa-IPExO0&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRAIgbvbDVd1kW8ozRwRwWy692k75GoFACGzg8tHfi5-j2MsCIG8eb3DaRa2fUHE8MX7CE0WoMnEwMHWWVrhKOCFCSBDY,1280,machine+learning,0.424
442,447,SQL Summer Camp: Writing Efficient Queries | Kaggle,"In this special bonus stream, we'll talk about making your queries more efficient. How can you get the same results with less data ...",0,20190830,Kaggle,kaggledotcom,http://www.youtube.com/user/kaggledotcom,UCSNeZleDn9c74yQc-EKnVTA,https://www.youtube.com/channel/UCSNeZleDn9c74yQc-EKnVTA,3565,2900,4.8681316,https://www.youtube.com/watch?v=quVRFptxvnU,,88.0,3.0,,youtube,438,kaggle,kaggle,https://i.ytimg.com/vi/quVRFptxvnU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCkPn4YkPQhMicYIUI9t03YExDIrw,30,720,https://r3---sn-8p8v-bg0ey.googlevideo.com/videoplayback?expire=1612936542&ei=_iAjYM2vAr6V1sQP1IaXUA&ip=2804%3A431%3Ac7df%3Ab0c0%3Af1f5%3Aa746%3Ac740%3A8618&id=o-AMLtmWWretgORxcr3WvwAqiYFvsiKeTyDND2NFUBwvDn&itag=22&source=youtube&requiressl=yes&mh=3f&mm=31%2C29&mn=sn-8p8v-bg0ey%2Csn-bg07dn6l&ms=au%2Crdu&mv=m&mvi=3&pcm2cms=yes&pl=47&initcwndbps=458750&vprv=1&mime=video%2Fmp4&ns=OCUvE3RUUaFCHbIdiORGFqMF&cnr=14&ratebypass=yes&dur=3562.196&lmt=1567185558189278&mt=1612914770&fvip=3&c=WEB&txp=7316222&n=Fg5fvbf7XdMRN6H2n_&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Cns%2Ccnr%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRQIhAIVqu3Jq4xx60wIpcKJdmC3x6A6pmllJgNDjL14IHdyMAiAZVKjp0_f_VButnDVmO1vLzJMGj-lWG-Ektm4B8xAY0g%3D%3D&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpcm2cms%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRgIhAK0jp0QVl1tdBXvrYE7CKscO7ONfWH0mU81ZKW3qvlBaAiEAjjUPr4ahduneSSG3EqenGI-HaTXYZbSu-2P-eZW8RTw%3D,1280,kaggle,0.486
460,465,"Interview with Dmytro Mishkin | Computer Vision Research | Kaggle, ML & Education",Audio (Podcast Version) available here: https://anchor.fm/chaitimedatascience Subscribe here to the newsletter: ...,1,20200412,Chai Time Data Science,UCRjtBP-o5FbgRzX2BHQEFtQ,http://www.youtube.com/channel/UCRjtBP-o5FbgRzX2BHQEFtQ,UCRjtBP-o5FbgRzX2BHQEFtQ,https://www.youtube.com/channel/UCRjtBP-o5FbgRzX2BHQEFtQ,3164,296,5.0,https://www.youtube.com/watch?v=lWwkbiufwNE,,18.0,0.0,,youtube,438,kaggle,kaggle,https://i.ytimg.com/vi_webp/lWwkbiufwNE/maxresdefault.webp?v=5e932720,25,720,https://r11---sn-8p8v-bg0s.googlevideo.com/videoplayback?expire=1612936273&ei=8R8jYMXlMsWzwQSBhqaYBw&ip=2804%3A431%3Ac7df%3Ab0c0%3Af1f5%3Aa746%3Ac740%3A8618&id=o-AFSs8CAkPA0b08lPKxafvnT2VRR5ZsLuKEoYjWlwK-Xn&itag=22&source=youtube&requiressl=yes&mh=BR&mm=31%2C29&mn=sn-8p8v-bg0s%2Csn-bg07dn6r&ms=au%2Crdu&mv=m&mvi=11&pl=47&initcwndbps=456250&vprv=1&mime=video%2Fmp4&ns=kAHtV95pHTKAq21cpTppf94F&ratebypass=yes&dur=3164.067&lmt=1609394011074443&mt=1612914284&fvip=5&c=WEB&txp=6211222&n=UWS84r2JNccQzg37eZ&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Cns%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRQIhAPD9rD4j7oA7nno7C3UYO2s_v5uJrV7_sdOjtsG_8jHSAiAHLNvJr8v2XmwZoN6OBpTAUeexJ78-DfZ9qw1yYgD-7g%3D%3D&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRgIhAL6y1mml27sg7GTYg6Zi1-CshhBAxHBEUeGc6OYIV3VyAiEAut7WLK6CxlxeZx5MGvzRgGEV_uEKdSccU_sHy1Q3Sss%3D,1280,kaggle,0.536
469,474,[Virtual Panel] The Journey to Becoming the #1 Kaggle Grandmaster,"Watch the recording of our virtual panel with Sri Ambati, Guanshuo Xu, Marios Michailidis, and Olivier Grellier.",0,20200818,H2O.ai,0xdata,http://www.youtube.com/user/0xdata,UCk6ONJlPzjw3DohAeMSgsng,https://www.youtube.com/channel/UCk6ONJlPzjw3DohAeMSgsng,3607,823,4.8333335,https://www.youtube.com/watch?v=pRHM6rywOIQ,,,,,youtube,438,kaggle,kaggle,https://i.ytimg.com/vi_webp/pRHM6rywOIQ/maxresdefault.webp,25,720,https://r7---sn-8p8v-bg0s.googlevideo.com/videoplayback?expire=1612936080&ei=MB8jYKaRJ8zOwgSKnIPACA&ip=2804%3A431%3Ac7df%3Ab0c0%3Af1f5%3Aa746%3Ac740%3A8618&id=o-AGQUgsZtyZsMRNOK1dpN76WjmKbCIanWXmavz4etaFV4&itag=22&source=youtube&requiressl=yes&mh=jm&mm=31%2C29&mn=sn-8p8v-bg0s%2Csn-bg0eznls&ms=au%2Crdu&mv=m&mvi=7&pcm2cms=yes&pl=47&initcwndbps=456250&vprv=1&mime=video%2Fmp4&ns=U8ehJA_gH4pHtKASaOHWm3sF&cnr=14&ratebypass=yes&dur=3606.987&lmt=1597792678260419&mt=1612914284&fvip=2&c=WEB&txp=6211222&n=j_c1PoiYsey8R1OcDi&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Cns%2Ccnr%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRQIhAKhFc8KkcxbqAhJC0u1ugr2p436yInsa1yCR8fQFtgHNAiACAHHKBQQn2Wga51Tumc2sq7Pd8l_bxr5v6sFF7-jlhA%3D%3D&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpcm2cms%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRQIhAK2qkGJPoGh35oLTInYcSMqZfgU2aTUqhqLJyZfSbkZ7AiAs1vsiiFOF_cc7F8IhFPFs27C9dGKoO9mSX00IUuQ10g%3D%3D,1102,kaggle,0.424
471,476,Blur or Change background of Images using Machine Learning,Blur or Change background of Images using ,1,20200615,Dipesh Pal,UCGEoRAK92fUk2kY3kSJMR_Q,http://www.youtube.com/channel/UCGEoRAK92fUk2kY3kSJMR_Q,UCGEoRAK92fUk2kY3kSJMR_Q,https://www.youtube.com/channel/UCGEoRAK92fUk2kY3kSJMR_Q,586,98,3.6666667,https://www.youtube.com/watch?v=ojSwgnZQ82E,,2.0,1.0,,youtube,535,machine+learning,machine+learning,https://i.ytimg.com/vi/ojSwgnZQ82E/maxresdefault.jpg,30,640,https://r12---sn-8p8v-bg0s.googlevideo.com/videoplayback?expire=1612933647&ei=rxUjYPD6LcvJwAS95IiIAg&ip=2804%3A431%3Ac7df%3Ab0c0%3Af1f5%3Aa746%3Ac740%3A8618&id=o-ADluAMtT00Wn93wlJXwzafqBEfoONNMFk7GvbJ2s21Vr&itag=22&source=youtube&requiressl=yes&mh=QP&mm=31%2C29&mn=sn-8p8v-bg0s%2Csn-bg0ezn7s&ms=au%2Crdu&mv=m&mvi=12&pl=47&initcwndbps=451250&vprv=1&mime=video%2Fmp4&ns=Seq3-wHqiq2EyX0en_OS_TEF&ratebypass=yes&dur=585.351&lmt=1592288110726172&mt=1612911894&fvip=2&c=WEB&txp=6216222&n=0DkKxzCJa6uZm1Tba_&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Cns%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRQIhAOj-mk0fXOjPAXeoXffcGpx9znsfPBRlSJFwqKMyKU57AiBCvetAbUnF-cHdKAfsFCXS_SSiYA8sc_51dQIIh0uBPg%3D%3D&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRQIhAJ6926Bkq5coS8R7xyUsHUen2LDEycieSPN4H8gh_yv0AiAwwtZ8lfOHitq-gTvkoqVkYGuC6-lqZxSa0VZyde9pug%3D%3D,1280,machine+learning,0.44
510,515,What are Hiring Managers Really Looking For? | CareerCon 2019 | Kaggle,"When scanning job descriptions, it can seem like hiring managers are looking for impossibly well-rounded and experienced data ...",0,20190815,Kaggle,kaggledotcom,http://www.youtube.com/user/kaggledotcom,UCSNeZleDn9c74yQc-EKnVTA,https://www.youtube.com/channel/UCSNeZleDn9c74yQc-EKnVTA,3419,1858,5.0,https://www.youtube.com/watch?v=P36CHxH_8OU,,63.0,0.0,,youtube,438,kaggle,kaggle,https://i.ytimg.com/vi_webp/P36CHxH_8OU/maxresdefault.webp,30,720,https://r4---sn-8p8v-bg0s.googlevideo.com/videoplayback?expire=1612936554&ei=CiEjYLSpAa6E1sQPrvqa2AM&ip=2804%3A431%3Ac7df%3Ab0c0%3Af1f5%3Aa746%3Ac740%3A8618&id=o-AJ8sYHxBq0VsSE1_bvhJInczs_GIK0xkleyaE-fMcwyH&itag=22&source=youtube&requiressl=yes&mh=xr&mm=31%2C29&mn=sn-8p8v-bg0s%2Csn-bg07dnze&ms=au%2Crdu&mv=m&mvi=4&pl=47&initcwndbps=442500&vprv=1&mime=video%2Fmp4&ns=vZw9Myrq3fgrA6brIBtKskcF&cnr=14&ratebypass=yes&dur=3418.581&lmt=1557187004799907&mt=1612914543&fvip=4&c=WEB&txp=2316222&n=7jifPGkxJ0akZKsgiy&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Cns%2Ccnr%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRgIhANFJmcUWQc9FpPSOgZq0-ztLNkLcbrpcwjX2EKyZ36HRAiEAwupDy90zmyTZ-ae1cFe4JYIpVxyGp9FKq1FIouV-cvQ%3D&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRAIgUorGbZ--g8fsLdfosGp2ZU34_quvuC5L5rbJN0wKzCYCIA-_M10LpQbs6P_QFoNiGOKj5PJlk3aof9xARFbKVExL,1280,kaggle,0.524
562,569,Feb 2021: Scientific Machine Learning: Overview and Discussion of Applications in Petroleum Eng,Scientific ,1,20210209,Texas CSEE,UClCss4HnYrFBLqjXKiQWSuQ,http://www.youtube.com/channel/UClCss4HnYrFBLqjXKiQWSuQ,UClCss4HnYrFBLqjXKiQWSuQ,https://www.youtube.com/channel/UClCss4HnYrFBLqjXKiQWSuQ,3331,11,5.0,https://www.youtube.com/watch?v=h-yKFuzKsVI,,2.0,0.0,,youtube,535,machine+learning,machine+learning,https://i.ytimg.com/vi/h-yKFuzKsVI/maxresdefault.jpg,30,720,https://r1---sn-8p8v-bg0ey.googlevideo.com/videoplayback?expire=1612933227&ei=CxQjYIzGI56K-LAP9OGCqAg&ip=2804%3A431%3Ac7df%3Ab0c0%3Af1f5%3Aa746%3Ac740%3A8618&id=o-ANcQlnhygdnJILF4qbvCouHxNyogIxbhrO6R_RYelkmS&itag=22&source=youtube&requiressl=yes&mh=3N&mm=31%2C29&mn=sn-8p8v-bg0ey%2Csn-bg0eznlz&ms=au%2Crdu&mv=m&mvi=1&pl=47&initcwndbps=473750&vprv=1&mime=video%2Fmp4&ns=PLmYpDQmBQ-blQ4FTsH1I0oF&ratebypass=yes&dur=3330.136&lmt=1612838907119404&mt=1612911412&fvip=1&c=WEB&txp=6216222&n=1E8tHjnsp0uv3bq8ck&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Cns%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRgIhAJifuUawklpGAOSwwKb4oxn2ldZwHSevG9_cWfDFwos2AiEAhzO3Fedg2wWSL-hwX1TdtjkdCqc5AXcV3nCIMp0CRcQ%3D&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRQIhAPxLtiqJ8AkhxJ4Dnx3do1OaV6HzNPZXdFZ7CYbAKoy5AiBnnMrqAG_y9224bYvfFrCNKy0P3d4hgLUdLUwGqNcYgA%3D%3D,1280,machine+learning,0.448
572,579,Kaggle'da Başarılı Olmak İçin Neler Yapmalı?,"Yapay Zeka, Veri Bilimi, Makine Öğrenmesi, Derin Öğrenme ve Python kurslarından haberdar olmak ve indirimlerden ...",0,20200328,Datai Team,UCMEWGfU36LxVrML21prwUNA,http://www.youtube.com/channel/UCMEWGfU36LxVrML21prwUNA,UCMEWGfU36LxVrML21prwUNA,https://www.youtube.com/channel/UCMEWGfU36LxVrML21prwUNA,321,766,5.0,https://www.youtube.com/watch?v=6ozMOzEvapE,,19.0,0.0,,youtube,438,kaggle,kaggle,https://i.ytimg.com/vi/6ozMOzEvapE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC6uSbGaITzCoLz4hgskZG4BCgUhQ,25,720,https://r5---sn-8p8v-bg0s.googlevideo.com/videoplayback?expire=1612936279&ei=9x8jYLfrNIaPwQTx_LqADQ&ip=2804%3A431%3Ac7df%3Ab0c0%3Af1f5%3Aa746%3Ac740%3A8618&id=o-AFxQKQiXU01-icrWvI1mmA6pKnTt6JiVKiq8nZ7MGKtC&itag=22&source=youtube&requiressl=yes&mh=IU&mm=31%2C29&mn=sn-8p8v-bg0s%2Csn-bg07dnze&ms=au%2Crdu&mv=m&mvi=5&pl=47&initcwndbps=456250&vprv=1&mime=video%2Fmp4&ns=6JdQrQVgcmEu0ue3saHS6ToF&cnr=14&ratebypass=yes&dur=320.087&lmt=1585408329776296&mt=1612914284&fvip=5&c=WEB&txp=6211222&n=Vx0dhAqF0-PbnudaA8&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Cns%2Ccnr%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRQIgfXYPD7AQt7sml0GokV7-x2e3rRhd4c9fqOxYU5SaKXgCIQDi4vsSUZr_C-jgJh9nCecYnA7yTtGaL_XdI47afb4oEQ%3D%3D&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRQIgVVwgAPQNFVONf9M3hPFoAlV1AUF_5r8SjQNBlZVfhgMCIQD3fhqIAN6IOvFKD8p4ka2nCoPsLdOV2Rk46ZecXHgUEw%3D%3D,1280,kaggle,0.543
590,598,Kaggle Coffee Chat: Walter Reade (@Inversion) | Kaggle,Kaggle,0,20190205,Kaggle,kaggledotcom,http://www.youtube.com/user/kaggledotcom,UCSNeZleDn9c74yQc-EKnVTA,https://www.youtube.com/channel/UCSNeZleDn9c74yQc-EKnVTA,1446,1216,4.6756759,https://www.youtube.com/watch?v=yFvsfoXxZoI,,34.0,3.0,,youtube,438,kaggle,kaggle,https://i.ytimg.com/vi_webp/yFvsfoXxZoI/maxresdefault.webp,30,720,https://r1---sn-8p8v-bg0ey.googlevideo.com/videoplayback?expire=1612936859&ei=OyIjYLyeEYiB1sQPtdCtwAY&ip=2804%3A431%3Ac7df%3Ab0c0%3Af1f5%3Aa746%3Ac740%3A8618&id=o-AJNMrRa9QD01Tunuj9DI2CfTtgPXBZGB-skl0Qdx5Qs7&itag=22&source=youtube&requiressl=yes&mh=Fw&mm=31%2C29&mn=sn-8p8v-bg0ey%2Csn-bg0eznls&ms=au%2Crdu&mv=m&mvi=1&pl=47&initcwndbps=450000&vprv=1&mime=video%2Fmp4&ns=OuD60bKBLAZUKBCLVUp8qrwF&cnr=14&ratebypass=yes&dur=1445.209&lmt=1550237165533930&mt=1612914998&fvip=1&c=WEB&txp=2311222&n=lqoySgk6yHWctZvRBk&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Cns%2Ccnr%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRQIgIRxURXwJoUiT2n0lgD7Z3zJdujFr5N7g3tV3J_0MTrMCIQCdMczps8oKGWby8UIsPVlJLdxiPr-RBQuCMFKaMQUeeA%3D%3D&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRQIgZZTqMyPOC3X0cR16eJ_CVkeSC1xCqbtynbSROe9FDYYCIQCWbMptVqD_-CI_FW6Xs-FuQiz_I0qqByPo2giFSI0TFQ%3D%3D,1280,kaggle,0.554
599,607,.hack//SIGN Ending (Remastered via AI Machine Learning at 4K),,0,20210108,Marcelus Castle Rain,castleraingamer,http://www.youtube.com/user/castleraingamer,UC7w9WMnvxM2EEWDR-563tIg,https://www.youtube.com/channel/UC7w9WMnvxM2EEWDR-563tIg,93,391,5.0,https://www.youtube.com/watch?v=Caq9qaTTTRg,,34.0,0.0,,youtube,535,machine+learning,machine+learning,https://i.ytimg.com/vi/Caq9qaTTTRg/maxresdefault.jpg,30,720,https://r12---sn-8p8v-bg0s.googlevideo.com/videoplayback?expire=1612933356&ei=jBQjYNmOM8Hq1AGi9LzQAg&ip=2804%3A431%3Ac7df%3Ab0c0%3Af1f5%3Aa746%3Ac740%3A8618&id=o-AJ_absBiWcS_wn2eP6RZhmoOMaLeESZuU7jCIjtM9COC&itag=22&source=youtube&requiressl=yes&mh=8w&mm=31%2C29&mn=sn-8p8v-bg0s%2Csn-bg07dn6l&ms=au%2Crdu&mv=m&mvi=12&pcm2cms=yes&pl=47&initcwndbps=463750&vprv=1&mime=video%2Fmp4&ns=OlIBVLaniwdvzm4p2rCnBWUF&cnr=14&ratebypass=yes&dur=92.485&lmt=1610091543402573&mt=1612911412&fvip=1&c=WEB&txp=6216222&n=G_PIs0iLPkZXnpOfk8&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Cns%2Ccnr%2Cratebypass%2Cdur%2Clmt&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpcm2cms%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRQIhAL7o29EAHceNVLTUpQM08MOBiLz59cBHb7l7b0xH9I2dAiA4IeddbF8KVA7tw8t-RDVik7v2M7JUcHlUtpj_b8N2CQ%3D%3D&sig=AOq0QJ8wRgIhANXmBmhi9iuX4TvOA_OGwGQDHjxjR-oeb4UWAIS-grdaAiEAyssyLzcfq0mfEz7Y01L0ZmvV8UOTdz4jwQczkgtFd3w=,1280,machine+learning,0.563
600,608,Kaggle Coffee Chat: Jake VanderPlas | Kaggle,Kaggle,0,20190506,Kaggle,kaggledotcom,http://www.youtube.com/user/kaggledotcom,UCSNeZleDn9c74yQc-EKnVTA,https://www.youtube.com/channel/UCSNeZleDn9c74yQc-EKnVTA,1433,1764,5.0,https://www.youtube.com/watch?v=BWA8gd2Immo,,66.0,0.0,,youtube,438,kaggle,kaggle,https://i.ytimg.com/vi/BWA8gd2Immo/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA6aCd0fEkkX8Vo0q9zdBfLqQyfGw,30,720,https://r3---sn-8p8v-bg0ey.googlevideo.com/videoplayback?expire=1612936800&ei=ACIjYKXMM4qQ1sQPpPi2wAw&ip=2804%3A431%3Ac7df%3Ab0c0%3Af1f5%3Aa746%3Ac740%3A8618&id=o-ANuwnitHIxXx67m5QMWxeqGGe5wRjpXngqTQZY7cvr2y&itag=22&source=youtube&requiressl=yes&mh=H2&mm=31%2C29&mn=sn-8p8v-bg0ey%2Csn-bg07dnsl&ms=au%2Crdu&mv=m&mvi=3&pl=47&initcwndbps=450000&vprv=1&mime=video%2Fmp4&ns=c6e-azKu1SvrzEHvahroUs0F&cnr=14&ratebypass=yes&dur=1432.810&lmt=1557168376130592&mt=1612914998&fvip=3&c=WEB&txp=5432432&n=2wrYY7E1Q1KG5Jev5L&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Cns%2Ccnr%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRAIgDCMYpW0voNbC96QtmtPipebQPzdeo5vVb5Nvb10bh7gCIDJ62XBwJebJpdFauhTpCDMiYSybHZ0PmWodlFBkuBgY&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRgIhANiIUPg69A_M9utbMiPKCOObBfPWiAY6pufFOUx0-4X7AiEAjPpkmEbgziJUqj2VH0ttZhwQVSYX1FI4leqQPq9TqWY%3D,1280,kaggle,0.564
606,614,"Kaggle Webinar | Yashvi Patel | Hour of Code |ACM Student Chapter IIT(ISM),Dhanbad",Check out our Brochure for more details: ...,1,20210110,ACM Student Chapter IIT Dhanbad,UCaXEPdTHm08sxKlTJjRVxJA,http://www.youtube.com/channel/UCaXEPdTHm08sxKlTJjRVxJA,UCaXEPdTHm08sxKlTJjRVxJA,https://www.youtube.com/channel/UCaXEPdTHm08sxKlTJjRVxJA,3067,432,5.0,https://www.youtube.com/watch?v=OarcrfLwXL4,,44.0,0.0,,youtube,438,kaggle,kaggle,https://i.ytimg.com/vi/OarcrfLwXL4/maxresdefault.jpg?v=5ff84b63,30,720,https://r4---sn-8p8v-bg0s.googlevideo.com/videoplayback?expire=1612935779&ei=Ax4jYMKYHvCS1sQPh8ut4AE&ip=2804%3A431%3Ac7df%3Ab0c0%3Af1f5%3Aa746%3Ac740%3A8618&id=o-ANBMc4l_V-injp1zv8AUAKz6UIU-mW4RRVEacxcJEDcQ&itag=22&source=youtube&requiressl=yes&mh=sb&mm=31%2C29&mn=sn-8p8v-bg0s%2Csn-bg0ezn7s&ms=au%2Crdu&mv=m&mvi=4&pl=47&initcwndbps=427500&vprv=1&mime=video%2Fmp4&ns=lseqdPX2qKNzsKDPAqNGAQwF&cnr=14&ratebypass=yes&dur=3066.055&lmt=1610277923155614&mt=1612913804&fvip=4&c=WEB&txp=7211222&n=Fue-2k_MoMmUpAuqxP&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cvprv%2Cmime%2Cns%2Ccnr%2Cratebypass%2Cdur%2Clmt&sig=AOq0QJ8wRQIgPlvkYSdFsRQu3LBGbg-jtCM0xF3BYnVQzlk1NIM7BjECIQC80v1_ZCjSmTVfXArhNF7U7pHRkg_cNOrAf3vhZTUh5w%3D%3D&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AG3C_xAwRgIhAI_QBcXuPDu_vbS8iKsAXRLx-7flNJoHDE7zgXtQ5icCAiEAlPHuA4gSuVXdprRPJMgk4o_e2QDSt9I1c7eO31psOjc%3D,1280,kaggle,0.486
